content_type,creator_category,account_type,has_call_to_action,description_length,hashtags,followers,account_age_months,historical_avg_views,historical_engagement_rate,posting_hour,day_of_week,expected_views,expected_engagement_rate,performance_score,performance_category
reel,Food,creator,0,95,5,441,12.4,30,2.51,15,Monday,628,3.68,24.3,Low
image,Food,creator,1,106,6,49108,4.8,2938,2.68,21,Sunday,5406,4.48,66.5,Medium
reel,Fitness,creator,1,119,7,2292,20.9,643,4.01,20,Wednesday,2651,4.81,59.9,Medium
carousel,Technology,creator,0,175,7,200,14.5,30,3.78,16,Saturday,493,4.45,28.9,Low
image,Technology,creator,0,108,8,19665,1.3,9058,3.55,11,Sunday,11959,5.0,78.9,High
image,Photography,creator,1,183,8,426,7.5,30,1.08,9,Sunday,394,3.14,15.1,Low
image,Beauty,creator,1,97,6,1788,27.7,194,2.0,13,Tuesday,611,1.76,9.6,Low
reel,Technology,brand,0,16,3,6805,8.3,1959,5.94,9,Thursday,2792,6.39,71.5,High
reel,Photography,creator,1,150,10,925,14.9,109,1.6,20,Sunday,1113,3.19,29.8,Low
image,Travel,creator,1,134,4,44897,12.8,25327,4.2,0,Saturday,41833,4.66,81.3,High
image,Fashion,brand,0,28,7,3989,9.1,697,5.72,14,Saturday,1135,5.07,47.7,Medium
image,Comedy,brand,0,57,4,21110,8.5,3544,3.39,5,Thursday,3817,2.82,47.1,Medium
image,Fitness,creator,0,102,10,15603,0.0,2205,3.89,10,Thursday,4324,3.16,51.4,Medium
reel,Comedy,brand,0,65,6,897,16.3,47,1.94,18,Wednesday,605,4.01,26.8,Low
carousel,Travel,creator,0,80,4,4494,11.0,953,0.79,13,Tuesday,819,1.67,13.8,Low
reel,Technology,creator,1,149,5,9703,29.2,1560,5.69,18,Saturday,4288,8.92,82.1,High
image,Technology,creator,1,161,6,3000,26.4,547,2.83,23,Saturday,1012,4.24,37.7,Low
reel,Food,brand,0,74,11,3752,16.6,295,3.97,9,Thursday,1859,3.35,40.4,Medium
carousel,Comedy,creator,1,140,7,9311,12.2,1658,3.2,3,Wednesday,3729,3.92,56.5,Medium
carousel,Fashion,brand,0,86,9,1786,15.5,109,1.24,20,Friday,946,2.25,19.6,Low
image,Beauty,creator,0,35,6,16006,5.9,2575,3.9,15,Friday,2775,5.05,62.9,Medium
carousel,Technology,brand,1,164,13,720,28.5,122,3.85,16,Thursday,816,3.39,25.8,Low
reel,Photography,brand,0,140,4,823,18.1,65,1.42,12,Sunday,458,1.7,6.4,Low
carousel,Comedy,creator,0,88,7,200,2.9,30,4.97,8,Friday,687,4.32,31.5,Low
image,Beauty,creator,1,113,4,2339,15.0,200,2.4,4,Monday,732,2.4,16.1,Low
reel,Travel,creator,0,111,3,188673,2.8,35783,5.53,6,Saturday,89311,4.3,79.1,High
carousel,Travel,brand,0,233,7,41136,13.1,6821,4.81,3,Saturday,6671,4.3,67.2,Medium
image,Fitness,creator,0,102,10,160504,8.4,5004,2.66,1,Saturday,13154,3.16,62.4,Medium
image,Music,brand,0,134,6,4067,16.5,565,3.11,13,Friday,559,1.17,6.2,Low
image,Comedy,creator,0,98,9,6719,22.5,1675,2.08,3,Thursday,1873,2.09,31.0,Low
reel,Technology,brand,0,81,5,7855,14.1,1458,3.85,5,Thursday,2442,3.63,47.6,Medium
reel,Lifestyle,creator,0,71,5,11719,34.5,2655,4.17,6,Friday,6006,4.91,71.7,High
image,Lifestyle,brand,0,76,9,14124,12.7,910,5.06,22,Friday,1297,6.8,60.1,Medium
image,Fashion,creator,1,191,4,828,20.1,64,4.34,17,Wednesday,287,4.54,27.3,Low
image,Lifestyle,brand,1,150,2,7899,9.5,2008,4.9,10,Monday,3057,4.1,55.4,Medium
reel,Music,creator,1,19,6,486,20.6,129,7.92,22,Friday,1013,8.49,58.2,Medium
reel,Fashion,creator,1,173,7,706,31.5,71,5.23,7,Wednesday,758,4.65,36.5,Low
image,Music,creator,0,84,7,72945,6.7,6504,3.4,16,Thursday,10908,4.59,74.4,High
reel,Fashion,creator,1,98,7,21721,11.9,1368,0.1,7,Friday,5703,0.7,41.7,Medium
carousel,Food,creator,1,93,5,869,10.9,422,5.88,16,Sunday,1470,5.58,56.2,Medium
reel,Fitness,creator,0,118,10,6048,22.9,287,2.73,18,Thursday,1418,5.5,55.0,Medium
reel,Music,creator,0,87,5,21116,3.9,8805,5.49,16,Wednesday,22049,6.9,93.3,High
carousel,Photography,creator,0,33,7,6729,14.3,107,4.25,22,Thursday,744,3.15,22.1,Low
image,Music,brand,1,96,4,22678,21.2,6700,3.89,0,Wednesday,5623,3.69,59.5,Medium
image,Food,brand,0,133,8,6698,18.0,434,2.28,14,Monday,980,3.44,29.5,Low
image,Travel,creator,0,178,3,3951,18.7,1220,7.32,17,Friday,1523,7.6,64.8,Medium
image,Beauty,creator,1,123,8,14167,10.6,6184,7.41,12,Monday,8462,5.81,82.1,High
carousel,Lifestyle,creator,1,45,9,3368,17.0,378,3.78,11,Sunday,1219,3.27,32.1,Low
reel,Fitness,creator,0,228,5,12037,18.1,2264,1.22,4,Thursday,4426,1.76,42.2,Medium
image,Lifestyle,creator,1,133,4,3926,10.5,667,1.24,19,Sunday,1457,0.59,21.3,Low
image,Technology,brand,0,196,9,6426,19.3,2120,3.87,12,Friday,2156,4.67,55.3,Medium
carousel,Lifestyle,creator,0,126,4,3234,13.2,428,4.25,17,Tuesday,2268,6.54,68.9,Medium
carousel,Music,creator,1,82,6,22154,24.6,2790,5.18,20,Tuesday,9101,8.77,90.2,High
image,Photography,creator,1,134,9,13326,11.3,1567,4.15,13,Tuesday,1459,3.03,33.3,Low
reel,Travel,creator,1,90,11,249443,11.9,67651,5.21,14,Sunday,77605,5.69,90.7,High
carousel,Photography,creator,0,136,2,2916,27.2,690,1.06,22,Monday,1743,2.39,31.6,Low
reel,Lifestyle,creator,0,121,2,17692,23.7,2492,0.77,1,Tuesday,4495,1.81,42.7,Medium
carousel,Lifestyle,creator,0,106,5,72402,22.3,14056,1.1,5,Sunday,23908,2.07,57.6,Medium
reel,Beauty,brand,1,99,4,936,4.0,245,2.61,12,Wednesday,1351,3.85,39.5,Medium
image,Comedy,brand,1,163,4,44449,22.6,6949,3.51,11,Thursday,8802,3.41,61.5,Medium
image,Beauty,creator,1,45,4,2431,13.6,75,1.52,22,Sunday,723,0.56,8.4,Low
reel,Comedy,brand,0,114,7,1615,24.4,144,3.97,13,Sunday,1676,3.91,43.8,Medium
image,Photography,creator,1,193,5,9020,30.4,1935,4.19,16,Wednesday,2135,2.82,38.3,Low
carousel,Beauty,creator,0,156,4,11752,19.7,2358,2.61,12,Wednesday,2952,3.39,48.2,Medium
carousel,Fashion,creator,1,107,7,3259,19.4,490,4.39,6,Saturday,3782,5.58,71.2,High
carousel,Food,creator,0,120,3,534906,16.7,37937,5.46,3,Sunday,123737,6.65,96.0,High
reel,Travel,brand,1,137,5,87615,12.6,8571,6.77,23,Tuesday,13750,5.24,81.8,High
reel,Beauty,creator,0,128,4,22677,19.6,3225,3.08,0,Friday,8615,3.8,65.0,Medium
carousel,Technology,brand,0,135,5,17032,19.9,3597,5.38,19,Sunday,6681,4.53,69.4,High
image,Photography,brand,0,141,4,1260,20.9,45,3.33,4,Thursday,496,1.3,5.4,Low
reel,Music,brand,0,69,6,6166,22.2,1223,5.14,16,Saturday,2207,4.85,57.4,Medium
image,Photography,creator,0,60,3,1182,17.2,125,1.37,12,Wednesday,417,0.1,1.7,Low
carousel,Technology,creator,1,172,9,2624,24.5,334,2.12,7,Wednesday,1619,1.89,27.4,Low
carousel,Photography,brand,1,113,10,3261,5.5,732,5.85,17,Saturday,1421,5.84,57.4,Medium
reel,Fitness,creator,1,136,6,16512,39.8,3317,5.44,1,Monday,14699,4.54,76.0,High
carousel,Comedy,creator,0,65,4,2580,18.8,1038,5.04,6,Friday,1755,3.68,42.5,Medium
carousel,Fitness,brand,1,146,3,23058,22.0,2883,5.93,0,Monday,3063,6.24,72.3,High
carousel,Food,brand,0,97,6,200,15.4,31,3.94,2,Wednesday,824,4.84,39.6,Medium
reel,Fitness,creator,0,46,11,4362,2.4,974,4.63,4,Wednesday,2410,4.51,55.7,Medium
image,Technology,brand,1,89,3,200,9.4,78,3.79,0,Thursday,563,5.48,39.0,Low
reel,Lifestyle,creator,0,85,3,6210,31.9,257,2.85,12,Saturday,1728,1.37,26.2,Low
carousel,Music,brand,0,169,7,1797,16.4,329,3.97,10,Tuesday,2053,3.07,39.5,Medium
reel,Technology,creator,0,132,2,902,15.0,95,4.53,7,Thursday,815,3.39,25.8,Low
reel,Lifestyle,brand,0,55,10,3744,24.0,356,6.54,0,Sunday,1601,6.42,62.4,Medium
carousel,Food,brand,1,150,7,1819,13.4,225,4.53,1,Tuesday,738,4.45,34.1,Low
image,Fitness,creator,1,149,6,27794,15.1,1306,1.72,0,Thursday,2206,2.17,34.2,Low
image,Photography,brand,0,119,10,29694,18.5,2557,6.57,19,Sunday,4475,5.55,73.2,High
image,Music,creator,1,67,9,16392,15.2,3327,5.46,19,Saturday,6495,6.36,82.4,High
reel,Fitness,creator,1,140,9,1360,21.2,222,4.06,14,Friday,1339,1.71,23.1,Low
image,Comedy,brand,1,138,9,5864,20.3,1569,5.0,14,Thursday,2213,5.1,59.8,Medium
reel,Comedy,creator,1,156,6,10337,4.5,4654,4.92,10,Sunday,15416,6.3,89.2,High
image,Technology,brand,1,86,6,19652,29.3,1914,0.18,11,Sunday,2484,0.36,30.0,Low
carousel,Photography,brand,1,114,6,4167,10.9,1293,5.06,23,Monday,2675,4.94,61.3,Medium
image,Music,creator,1,177,4,17474,3.3,1382,2.27,20,Thursday,2915,2.65,42.0,Medium
reel,Photography,creator,0,139,13,1291,10.3,66,0.1,20,Thursday,1180,1.26,19.0,Low
reel,Lifestyle,creator,1,88,9,4126,16.8,658,3.75,22,Thursday,2329,6.31,68.4,Medium
reel,Photography,brand,1,137,6,753,13.3,148,2.1,7,Friday,381,1.3,3.6,Low
carousel,Food,brand,0,137,3,1535,6.8,283,1.95,1,Thursday,964,1.46,15.9,Low
image,Travel,creator,0,59,6,56247,15.3,10629,5.75,9,Saturday,13467,4.83,78.2,High
image,Beauty,creator,1,75,8,1842,7.2,342,7.67,8,Sunday,1269,6.13,56.9,Medium
carousel,Music,brand,0,82,9,790,17.3,114,3.15,2,Saturday,409,3.18,15.7,Low
reel,Fitness,brand,1,83,5,512,19.4,120,4.97,20,Wednesday,962,7.13,55.5,Medium
image,Comedy,creator,1,162,5,6722,23.2,1485,5.24,5,Sunday,2699,5.03,62.2,Medium
carousel,Music,creator,1,81,3,4080,3.7,487,2.45,4,Wednesday,825,1.02,11.7,Low
carousel,Comedy,brand,0,140,5,4650,1.6,813,5.04,16,Friday,1412,4.59,47.3,Medium
reel,Fitness,brand,1,92,4,33783,13.7,7661,7.24,11,Sunday,13847,5.96,86.9,High
image,Comedy,brand,0,181,6,4267,14.7,519,5.97,15,Friday,858,3.3,25.9,Low
carousel,Beauty,creator,0,124,7,5716,26.7,378,3.95,7,Wednesday,1302,4.1,41.0,Medium
reel,Music,brand,1,127,6,6091,22.5,580,4.96,1,Thursday,1173,2.17,23.1,Low
reel,Lifestyle,brand,1,94,8,77141,20.5,18976,7.09,0,Friday,38409,4.61,80.6,High
carousel,Fitness,brand,0,156,6,10386,29.0,6975,5.31,13,Tuesday,9128,5.6,81.2,High
carousel,Fashion,creator,1,146,7,731,17.1,72,4.05,11,Wednesday,492,3.57,20.6,Low
reel,Beauty,creator,1,144,5,3637,20.6,554,0.61,7,Thursday,3141,1.72,37.4,Low
reel,Fitness,creator,0,151,5,6370,28.3,770,2.59,22,Tuesday,3082,3.38,48.8,Medium
reel,Comedy,creator,0,140,8,14368,20.5,1164,0.58,6,Sunday,4649,1.32,40.9,Medium
carousel,Fashion,creator,0,140,6,88339,8.7,14977,1.01,5,Tuesday,27657,1.34,54.7,Medium
carousel,Music,creator,0,113,5,92033,0.0,24785,3.39,7,Monday,29171,2.92,64.3,Medium
carousel,Fitness,creator,0,115,2,11775,20.7,1778,3.07,18,Thursday,2581,4.46,56.2,Medium
reel,Travel,brand,1,78,4,7898,18.3,991,3.47,8,Monday,1482,2.11,27.0,Low
image,Food,brand,0,195,4,25611,7.2,3011,4.46,18,Saturday,6676,6.15,81.7,High
image,Comedy,brand,0,83,3,1267,14.2,285,4.17,22,Wednesday,902,6.94,53.8,Medium
image,Beauty,creator,0,56,10,25508,23.8,6546,4.47,6,Saturday,6721,6.09,81.5,High
image,Fashion,creator,0,38,3,29834,18.3,1829,3.59,14,Saturday,4558,5.49,73.1,High
reel,Music,brand,0,76,11,6003,17.7,253,5.02,19,Saturday,1759,6.12,62.7,Medium
reel,Travel,brand,0,55,8,4230,9.0,356,3.98,11,Saturday,1492,3.78,40.6,Medium
image,Beauty,brand,0,115,5,11163,11.9,6176,2.72,3,Tuesday,4968,3.22,53.7,Medium
carousel,Photography,brand,0,132,7,5315,18.5,850,2.72,8,Thursday,1574,2.04,27.6,Low
reel,Photography,creator,1,58,13,3429,17.8,1038,2.11,21,Wednesday,2154,2.76,38.0,Low
reel,Food,creator,0,75,3,17100,0.0,778,4.72,16,Tuesday,2373,3.4,45.0,Medium
image,Lifestyle,creator,0,39,4,2491,10.1,321,0.25,18,Sunday,873,2.1,17.2,Low
image,Lifestyle,creator,0,136,2,3718,4.1,826,7.67,11,Sunday,1358,5.47,54.0,Medium
carousel,Travel,creator,0,104,4,35324,6.5,4016,4.1,8,Tuesday,6208,3.57,59.5,Medium
carousel,Fitness,creator,0,103,4,9875,13.7,845,3.26,13,Friday,2652,4.96,61.3,Medium
image,Food,creator,0,99,9,2986,0.0,543,3.87,19,Monday,2056,4.51,52.9,Medium
image,Food,creator,0,147,3,1406,26.3,286,4.95,11,Sunday,706,6.81,49.0,Medium
carousel,Food,creator,1,139,5,1389,9.3,231,3.35,4,Wednesday,932,3.12,25.8,Low
image,Beauty,brand,0,136,5,4842,15.6,427,0.64,9,Sunday,1448,2.33,28.0,Low
carousel,Lifestyle,creator,1,48,7,5215,7.6,1113,5.33,9,Sunday,980,3.82,33.2,Low
carousel,Fashion,brand,0,144,6,200,25.9,56,4.66,23,Thursday,515,5.85,40.8,Medium
image,Beauty,creator,1,59,9,11831,13.8,2069,3.93,2,Monday,1824,3.08,37.7,Low
image,Comedy,creator,1,143,4,1461,0.6,386,8.84,9,Thursday,1937,8.5,69.9,High
carousel,Fashion,creator,0,45,3,822,20.9,46,4.7,8,Saturday,769,5.04,40.4,Medium
carousel,Fashion,brand,0,130,8,2650,23.3,354,1.68,16,Thursday,1681,4.86,52.8,Medium
image,Technology,creator,1,154,3,1254,17.8,42,4.48,13,Friday,530,4.98,34.5,Low
image,Travel,brand,1,123,1,652,17.0,77,3.51,0,Thursday,382,3.82,21.3,Low
image,Fashion,brand,1,65,6,869,20.8,254,7.42,13,Friday,557,7.27,47.1,Medium
image,Beauty,brand,1,183,7,1509,24.6,265,2.1,21,Sunday,1074,5.02,46.2,Medium
carousel,Fashion,creator,0,33,7,2827,22.0,390,2.32,20,Friday,1722,4.2,47.0,Medium
image,Fashion,brand,0,128,2,32039,22.2,5227,4.32,22,Friday,6833,2.15,49.3,Medium
image,Beauty,brand,1,135,11,7574,24.7,833,3.96,3,Saturday,1031,3.02,26.8,Low
carousel,Beauty,brand,1,79,1,1427,20.4,107,3.46,7,Wednesday,462,2.24,9.4,Low
reel,Travel,brand,0,101,5,11851,11.2,764,2.92,23,Sunday,4128,1.96,42.3,Medium
reel,Travel,creator,0,164,5,1032,14.7,195,3.18,8,Friday,888,3.38,27.3,Low
image,Music,brand,0,19,7,15371,20.0,809,2.58,19,Tuesday,1845,5.85,62.0,Medium
image,Food,creator,0,142,8,3719,16.2,627,1.47,10,Monday,1004,2.52,22.6,Low
image,Music,brand,0,117,5,482,16.3,30,4.27,10,Monday,408,6.04,40.1,Medium
image,Technology,creator,0,78,5,1294,26.5,128,6.49,19,Monday,739,5.92,46.0,Medium
reel,Lifestyle,creator,0,78,10,1258,1.8,30,0.25,4,Friday,510,1.11,5.1,Low
image,Comedy,brand,0,184,8,996,25.7,91,0.61,3,Friday,415,1.39,4.5,Low
reel,Beauty,brand,1,21,6,3270,5.3,197,5.24,5,Sunday,563,2.48,12.8,Low
reel,Technology,creator,0,108,7,1072,2.5,432,5.96,16,Thursday,1310,6.12,57.4,Medium
reel,Travel,creator,0,101,8,14384,7.0,5684,4.83,4,Tuesday,12329,4.62,75.6,High
reel,Comedy,creator,0,187,3,200,6.2,30,4.51,5,Wednesday,464,2.69,12.7,Low
image,Food,brand,1,76,5,6866,14.7,1693,4.03,20,Thursday,2816,5.7,67.9,Medium
image,Fashion,creator,0,149,4,12865,31.5,2605,7.7,17,Wednesday,2403,8.56,73.6,High
image,Beauty,creator,1,157,6,5188,27.3,442,6.31,22,Wednesday,1994,5.46,60.6,Medium
carousel,Travel,creator,1,145,4,25820,20.2,952,4.53,22,Wednesday,3360,3.73,53.4,Medium
image,Travel,brand,1,69,2,5309,19.0,174,3.09,20,Saturday,735,5.05,39.6,Medium
carousel,Food,creator,0,94,4,60955,20.5,4728,2.5,22,Sunday,13245,3.62,66.7,Medium
reel,Technology,brand,0,109,3,2277,0.0,206,0.1,6,Thursday,722,0.9,9.0,Low
carousel,Food,brand,1,97,3,842,0.0,82,6.31,20,Tuesday,699,7.02,49.5,Medium
reel,Music,creator,0,73,6,12255,18.8,3521,6.78,17,Thursday,15001,6.9,91.4,High
reel,Food,brand,0,150,3,2361,15.6,544,5.98,14,Wednesday,2904,3.91,52.9,Medium
image,Comedy,brand,1,58,8,5935,9.5,160,0.1,23,Friday,1292,1.14,20.2,Low
carousel,Travel,creator,0,141,3,21220,3.3,4115,5.02,11,Thursday,4448,4.4,63.3,Medium
carousel,Comedy,creator,0,130,7,497890,9.2,63957,1.6,12,Wednesday,135942,2.42,63.1,Medium
image,Photography,brand,1,91,4,4622,29.3,759,5.36,22,Monday,1875,4.3,49.5,Medium
image,Comedy,brand,0,187,3,33486,7.3,6563,1.31,18,Sunday,8660,4.07,67.5,Medium
reel,Beauty,creator,0,120,5,9475,12.9,262,0.2,20,Sunday,3061,3.31,48.1,Medium
image,Music,creator,0,73,5,4526,5.1,214,4.64,18,Friday,1165,4.85,46.2,Medium
reel,Travel,brand,1,66,7,1570,8.6,164,6.67,10,Friday,907,5.95,49.7,Medium
carousel,Travel,creator,1,181,8,36661,20.3,9158,3.6,8,Wednesday,28329,4.62,79.8,High
carousel,Beauty,creator,0,81,9,23827,3.1,10541,2.94,19,Friday,16281,5.01,81.0,High
carousel,Beauty,brand,0,83,8,6902,6.8,821,3.59,17,Tuesday,3032,3.8,52.5,Medium
carousel,Fitness,creator,1,92,7,9454,0.0,1950,3.53,8,Tuesday,2154,4.56,54.2,Medium
image,Travel,creator,0,106,5,6917,24.0,1022,3.3,8,Monday,3112,3.49,50.0,Medium
image,Travel,creator,0,99,5,864,5.3,51,2.84,10,Monday,411,2.77,12.4,Low
carousel,Photography,creator,1,81,2,48161,3.0,15772,5.52,1,Saturday,36666,4.61,80.5,High
image,Food,creator,0,174,8,6246,27.5,878,4.0,21,Sunday,1802,5.24,57.3,Medium
carousel,Music,brand,1,117,6,7438,14.9,1897,5.38,12,Monday,3724,4.74,64.3,Medium
reel,Food,brand,0,90,5,5770,14.4,167,0.42,10,Tuesday,1800,0.23,24.5,Low
image,Music,brand,1,147,5,1293,0.0,250,3.47,17,Wednesday,712,5.01,38.7,Low
reel,Fashion,creator,1,71,3,2996,2.6,137,4.33,2,Sunday,526,3.86,23.9,Low
reel,Beauty,brand,0,141,7,5980,23.0,963,5.36,21,Tuesday,4058,5.84,74.0,High
reel,Food,brand,1,101,2,5195,0.0,655,4.28,20,Tuesday,3868,5.96,74.1,High
reel,Food,creator,0,73,7,11366,11.2,2449,0.85,17,Thursday,14622,2.88,60.9,Medium
reel,Technology,creator,0,137,2,20684,0.0,1533,0.1,2,Monday,2891,0.1,31.9,Low
image,Technology,brand,1,153,2,5350,2.7,517,1.71,17,Thursday,965,2.85,24.3,Low
carousel,Comedy,creator,0,144,3,15797,20.5,620,5.55,0,Tuesday,2643,5.1,62.5,Medium
reel,Food,creator,0,72,10,14248,12.5,1600,3.68,16,Thursday,4372,3.76,57.2,Medium
image,Comedy,brand,0,66,7,10053,23.5,417,4.29,16,Saturday,1282,5.41,52.4,Medium
carousel,Comedy,brand,0,98,7,2780,2.0,441,2.13,22,Saturday,1017,1.76,18.2,Low
image,Beauty,brand,0,150,10,2634,24.9,268,0.56,0,Friday,699,1.45,10.1,Low
carousel,Beauty,creator,0,64,8,85879,8.1,19256,6.74,6,Friday,22461,7.32,94.5,High
image,Fashion,brand,1,117,8,5425,15.6,749,1.55,2,Saturday,1422,4.19,43.6,Medium
image,Technology,brand,0,95,6,66418,3.2,12839,4.62,12,Tuesday,11710,6.02,86.0,High
image,Fashion,creator,0,148,7,4241,13.1,437,1.02,4,Tuesday,612,1.36,7.8,Low
image,Photography,brand,1,104,5,50988,17.3,12710,4.53,5,Saturday,14366,4.27,73.4,High
reel,Travel,creator,0,56,7,9050,18.6,1474,0.1,4,Sunday,2203,1.03,29.3,Low
reel,Technology,brand,0,116,2,4004,11.2,1312,6.08,17,Wednesday,2062,7.13,69.2,High
carousel,Fitness,brand,0,99,5,2368,19.0,121,1.54,18,Friday,823,1.73,14.2,Low
reel,Fashion,creator,0,134,6,23057,16.8,6211,6.97,1,Monday,12103,4.43,73.6,High
reel,Photography,creator,0,181,6,23863,14.0,8794,6.61,21,Saturday,22873,7.38,94.7,High
carousel,Fashion,creator,0,92,7,29763,24.9,2473,1.94,12,Thursday,4537,1.2,40.3,Medium
image,Technology,brand,1,164,10,2150,26.4,584,2.85,22,Wednesday,1216,5.85,54.6,Medium
reel,Travel,creator,0,177,8,49424,14.5,9153,4.05,6,Monday,13363,3.94,69.8,High
reel,Technology,creator,0,113,6,1215,10.5,34,2.4,18,Wednesday,560,2.58,13.6,Low
reel,Music,creator,1,172,5,1402,,132,2.96,7,Monday,1322,3.87,39.2,Medium
reel,Comedy,creator,0,143,7,7114,15.2,547,2.87,10,Tuesday,1495,2.64,30.8,Low
reel,Technology,creator,1,115,5,7344,14.8,327,3.67,21,Saturday,2232,3.78,47.6,Medium
reel,Fitness,creator,1,149,5,2400,3.1,742,5.86,11,Tuesday,1504,4.32,45.7,Medium
carousel,Technology,creator,0,79,6,39968,6.0,8020,3.75,0,Sunday,10019,1.59,50.1,Medium
carousel,Comedy,creator,0,142,5,16131,20.5,286,0.93,21,Friday,3282,2.56,43.0,Medium
carousel,Music,brand,1,199,9,498,11.3,85,6.68,11,Monday,793,7.15,52.2,Medium
carousel,Lifestyle,brand,1,10,7,5771,14.8,2771,5.8,11,Tuesday,3848,6.52,76.7,High
carousel,Travel,brand,0,97,6,178772,11.2,63486,4.47,18,Monday,118526,6.23,94.2,High
reel,Travel,creator,1,104,7,12028,22.4,1068,3.55,11,Friday,3534,4.22,58.7,Medium
image,Beauty,brand,0,131,7,533,18.0,30,3.64,9,Monday,513,3.7,22.3,Low
carousel,Comedy,creator,1,51,5,6099,1.9,321,7.6,13,Friday,1885,5.79,62.0,Medium
carousel,Beauty,creator,1,95,7,23784,1.6,2300,4.62,21,Monday,6536,6.71,83.8,High
image,Lifestyle,creator,1,63,5,1698,9.7,1284,9.89,12,Sunday,2051,7.65,70.0,High
reel,Food,brand,1,86,7,36208,2.4,1814,5.18,2,Thursday,11254,5.01,78.5,High
carousel,Comedy,creator,0,108,7,2619,22.3,474,2.16,15,Thursday,1017,4.04,35.8,Low
carousel,Lifestyle,creator,0,94,3,667,12.2,35,1.97,2,Saturday,805,0.92,11.1,Low
reel,Photography,creator,0,92,8,23682,11.7,6719,8.72,0,Friday,8683,5.98,83.4,High
carousel,Lifestyle,creator,1,146,7,776,26.3,220,3.96,14,Saturday,1024,4.7,42.3,Medium
image,Photography,creator,0,140,6,15726,16.2,1005,6.37,19,Friday,2476,8.14,73.8,High
image,Fashion,brand,1,118,5,25445,21.1,4283,0.97,15,Monday,7394,1.84,48.6,Medium
reel,Travel,brand,0,88,9,21360,24.9,2696,7.97,20,Monday,7788,8.33,88.6,High
image,Beauty,creator,0,98,5,1826,15.9,444,2.28,14,Sunday,674,2.55,15.7,Low
image,Beauty,creator,0,50,8,5656,12.6,1245,5.59,2,Thursday,1125,3.34,31.3,Low
image,Food,creator,1,308,5,31920,16.4,5944,4.29,10,Wednesday,6498,3.69,61.2,Medium
image,Comedy,creator,0,10,8,34720,15.2,3187,2.71,1,Tuesday,4254,1.85,42.2,Medium
carousel,Fashion,creator,1,137,4,58386,29.7,3998,2.26,0,Wednesday,7072,2.77,54.1,Medium
image,Music,creator,0,150,7,1785,9.1,277,4.01,6,Saturday,701,4.95,37.8,Low
carousel,Fitness,brand,0,100,8,6720,5.0,611,5.62,14,Monday,1628,5.15,54.9,Medium
reel,Music,creator,0,138,6,6440,11.0,960,6.18,20,Monday,3453,5.69,70.9,High
reel,Lifestyle,creator,0,89,9,1083,19.0,30,5.12,4,Sunday,1050,3.09,27.8,Low
image,Photography,brand,1,115,6,12451,22.0,868,2.08,12,Friday,1445,4.21,44.0,Medium
carousel,Travel,creator,1,179,6,5983,20.0,1315,1.98,2,Sunday,2250,3.64,46.4,Medium
image,Photography,creator,0,180,8,12604,0.0,6014,4.66,19,Friday,7110,6.81,85.1,High
reel,Music,creator,0,232,4,1284,0.0,120,2.7,8,Thursday,692,2.47,15.5,Low
carousel,Comedy,creator,1,128,5,13022,25.2,574,0.1,14,Monday,2743,1.83,35.8,Low
reel,Fitness,creator,1,120,3,1133,18.0,198,3.28,22,Friday,1341,4.87,48.9,Medium
reel,Fashion,brand,0,172,12,4784,7.9,399,5.19,2,Tuesday,1161,5.04,47.8,Medium
reel,Food,creator,0,94,4,2024,11.4,253,3.59,7,Wednesday,1017,2.2,20.5,Low
reel,Fashion,brand,0,133,9,1481,32.9,175,8.71,2,Friday,1337,6.93,61.0,Medium
reel,Travel,creator,1,130,5,4404,22.1,846,4.32,17,Sunday,4502,7.18,80.9,High
image,Lifestyle,creator,1,136,6,3736,4.2,1388,4.97,1,Monday,2351,5.28,62.1,Medium
image,Fitness,creator,0,121,5,20797,29.5,1291,2.98,10,Sunday,1704,2.54,32.4,Low
image,Photography,creator,0,54,4,2382,,554,5.1,21,Sunday,1051,5.61,50.2,Medium
image,Technology,creator,1,127,2,3515,15.4,290,4.18,4,Monday,593,5.17,37.4,Low
carousel,Technology,creator,1,73,7,41196,9.8,2014,5.78,9,Sunday,6708,3.68,61.5,Medium
carousel,Technology,creator,0,126,11,60943,21.5,7787,4.6,22,Saturday,13151,4.85,78.2,High
carousel,Beauty,creator,1,196,6,7653,12.3,501,0.47,12,Wednesday,697,1.5,10.3,Low
image,Travel,brand,0,89,9,128486,13.6,16772,3.65,10,Sunday,20948,4.11,73.8,High
reel,Photography,creator,1,109,9,1079,6.4,122,4.97,13,Wednesday,788,4.33,34.1,Low
reel,Food,creator,0,93,3,64488,7.3,16277,1.12,2,Sunday,43787,1.32,55.9,Medium
carousel,Photography,brand,1,88,13,200,21.2,43,4.36,4,Saturday,840,4.41,35.9,Low
image,Technology,brand,0,92,8,930,12.5,74,4.47,8,Sunday,365,4.17,24.3,Low
carousel,Music,creator,0,152,8,4832,11.6,377,6.3,4,Saturday,995,3.96,34.7,Low
image,Music,creator,0,166,4,1070,5.6,233,4.55,5,Saturday,589,4.02,26.6,Low
image,Fashion,creator,0,123,9,14052,13.2,3818,3.07,12,Sunday,7845,4.14,67.3,Medium
image,Technology,brand,0,54,7,17885,15.6,4129,2.7,4,Friday,2916,2.71,42.5,Medium
